Startup ID,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
4018,HealthTech,10,3161568472.85,6468468683.53,40,Brazil,2015,13.77
4019,SaaS,1,714607173.79,1421436524.3,5,Brazil,2022,63.51
4020,Blockchain,3,1989853476.45,5964607173.1,48,Brazil,2010,37.5
4021,HealthTech,5,4560778894.84,13113701134.07,26,Singapore,2003,54.67
4022,HealthTech,9,4939414647.35,10257376539.35,35,UK,2009,109.52
4023,AI,10,4204882667.24,10587757170.64,43,France,2015,95.55
4024,E-commerce,3,2712892316.28,11885521995.91,50,UK,2002,10.46
4025,AI,7,1133873551.2,5294126254.76,21,USA,2013,17.56
4026,Biotech,2,464646193.66,736965045.81,32,France,2001,159.43
4027,EdTech,1,1823632413.66,5143735051.22,47,India,2004,115.98
4028,Fintech,6,421698238.78,1624152323.95,36,France,2001,136.66
4029,Biotech,3,3368372179.28,14886313588.76,4,China,2023,34.02
4030,Blockchain,8,3982655259.36,19232029778.68,2,China,2002,165.9
4031,Biotech,1,4737539936.31,19071529701.48,3,Canada,2000,83.53
4032,E-commerce,2,236723936.44,866267153.16,21,Canada,2021,72.66
4033,E-commerce,2,3927505963.96,18591316212.08,18,India,2002,24.56
4034,EdTech,4,4901890866.83,12131552174.76,16,China,2000,103.02
4035,HealthTech,5,1412615077.83,3177862050.58,44,USA,2002,87.43
4036,Fintech,10,4015859764.77,9455012127.87,11,France,2004,199.85
4037,E-commerce,5,3884101470.66,5831543667.8,40,Germany,2015,139.1
4038,Blockchain,1,4863837833.31,16348511724.15,1,Brazil,2006,104.25
4039,HealthTech,8,4785704213.07,16454362733.16,42,Germany,2006,20.06
4040,AI,2,4544153981.85,21344746426.03,48,USA,2017,92.91
4041,Biotech,1,357584160.84,1760165234.74,37,France,2016,30.32
4042,E-commerce,3,2892480609.22,9218002370.0,18,Canada,2004,107.5
4043,SaaS,1,3422889817.53,9280828113.04,17,Brazil,2017,96.8
4044,Fintech,10,773300678.68,3001216454.5,30,USA,2023,163.07
4045,EdTech,10,1880512567.34,3997926432.36,17,Singapore,2010,123.54
4046,Blockchain,8,1655024206.75,5881495155.38,20,UK,2008,60.26
4047,Fintech,2,4346044935.29,15436548519.62,28,China,2002,52.5
4048,SaaS,7,2021364556.42,5540438303.59,38,UK,2011,195.44
4049,Blockchain,7,3137641713.07,14342304190.5,15,Canada,2012,171.97
4050,HealthTech,10,4350395902.67,13830075144.92,3,China,2012,5.59
4051,Biotech,2,3426841250.21,12509203540.36,20,France,2015,152.43
4052,Fintech,9,832289354.78,4029603832.68,47,India,2007,37.94
4053,EdTech,4,266845349.69,972736810.11,48,Canada,2005,11.39
4054,HealthTech,6,1625416291.89,7182682102.54,22,India,2000,196.16
4055,SaaS,4,1459561364.3,6271546100.95,25,Australia,2001,192.14
4056,Biotech,7,1680230144.17,4220312975.9,42,Singapore,2010,126.18
4057,E-commerce,4,2785094265.21,9485228175.8,3,UK,2019,5.18
4058,E-commerce,3,2559617216.78,9153249049.1,6,Germany,2012,144.1
4059,Blockchain,9,942954583.73,3250292959.08,35,Germany,2014,198.81
4060,HealthTech,8,1094867365.04,2130191465.63,18,India,2019,123.8
4061,Blockchain,7,3814830890.21,6511198381.47,28,USA,2022,105.05
4062,E-commerce,10,4799940500.44,12461322510.79,49,Singapore,2006,32.84
4063,EdTech,9,4716196571.36,17505473738.8,18,Brazil,2004,197.92
4064,Blockchain,1,545656516.53,1844818256.32,14,Canada,2010,28.87
4065,SaaS,5,1268422613.23,4500267449.12,39,India,2016,40.51
4066,Fintech,1,4123054830.27,16915380810.38,13,Brazil,2017,8.85
4067,Biotech,2,3141716517.24,13291373708.6,5,Singapore,2012,12.08
4068,Biotech,8,78705150.78,123834645.7,6,China,2002,12.18
4069,Biotech,8,1592186805.15,5048479144.67,45,Canada,2018,15.28
4070,E-commerce,8,3822732710.99,7768027330.1,1,USA,2012,168.84
4071,Blockchain,10,170009785.88,781210295.5,15,Singapore,2018,7.82
4072,Fintech,2,2007665735.2,6936506596.22,25,Australia,2007,195.01
4073,E-commerce,2,3913930721.7,7751692679.0,28,Brazil,2006,82.1
4074,HealthTech,6,2722374795.96,9880644083.37,26,Singapore,2005,19.05
4075,AI,7,3975683054.12,13827341148.42,31,France,2001,23.61
4076,Fintech,7,2424048915.71,8207321104.88,40,Australia,2000,102.28
4077,Blockchain,6,785836474.23,1812648482.93,44,China,2017,174.71
4078,HealthTech,1,1047054845.38,4944346822.24,7,Canada,2006,27.0
4079,Fintech,9,1392087124.59,6241301578.14,27,India,2019,67.84
4080,EdTech,10,1642279031.45,3971861154.24,20,Canada,2004,24.77
4081,Blockchain,1,4166013830.25,7626594375.53,44,Brazil,2004,129.05
4082,Biotech,9,2124380014.34,7290771018.11,17,France,2001,112.23
4083,Fintech,7,481476719.69,2055593432.33,27,USA,2013,189.61
4084,Fintech,5,4282935493.22,16636487745.58,37,USA,2015,139.77
4085,EdTech,9,237967566.95,976329842.38,5,France,2020,160.13
4086,Blockchain,5,2994129739.66,11590982931.28,37,India,2004,48.24
4087,Fintech,5,269608888.37,780683939.75,7,UK,2015,7.46
4088,AI,6,1184976241.48,4229870468.1,49,UK,2006,99.35
4089,E-commerce,2,931412345.68,1594401836.37,7,USA,2017,140.17
4090,SaaS,1,3240351980.6,11121589424.68,21,Australia,2006,165.59
4091,Blockchain,10,2156189350.2,7637453983.67,30,UK,2018,186.73
4092,Blockchain,4,2877701511.61,10925166477.11,48,UK,2001,107.69
4093,E-commerce,6,3860584512.87,6984793477.49,18,Germany,2005,71.14
4094,Biotech,4,4970050287.95,16357756879.62,35,Brazil,2001,35.33
4095,Biotech,2,3984635117.27,10985258171.4,47,Brazil,2002,29.08
4096,Biotech,1,3468506225.33,13734301046.76,1,USA,2011,8.3
4097,AI,4,4190669020.31,11476686793.41,38,UK,2008,59.12
4098,AI,9,3565364068.14,9593720452.12,43,France,2017,100.64
4099,Fintech,2,3847257510.26,12168065661.8,11,Singapore,2013,78.48
4100,AI,8,4033875575.71,10494643706.55,18,France,2014,55.78
4101,E-commerce,9,1839392527.47,3046509320.73,36,Australia,2023,137.0
4102,Blockchain,5,1024798428.91,3711454342.36,10,Australia,2015,37.65
4103,AI,7,805073885.28,2038107945.73,30,Australia,2020,87.0
4104,Blockchain,1,3371425771.49,11382325918.53,41,USA,2022,168.28
4105,Blockchain,2,129825454.94,352847821.03,12,India,2012,166.35
4106,Blockchain,7,726091474.36,3293307856.49,41,India,2003,103.72
4107,HealthTech,2,2630576506.34,7057363802.71,18,France,2019,20.29
4108,SaaS,7,4000466345.92,6893374738.01,19,USA,2001,18.08
4109,E-commerce,6,1023737617.39,1636743920.7,4,Brazil,2000,189.46
4110,AI,8,4614695064.16,17192068220.08,17,Australia,2009,24.71
4111,Blockchain,7,3054940641.62,9918805086.11,12,UK,2018,41.95
4112,Fintech,3,167322352.97,614711003.41,19,UK,2013,51.93
4113,Blockchain,2,805008551.37,2828109280.2,25,UK,2011,5.9
4114,HealthTech,6,659665133.64,2315164013.38,19,France,2011,85.42
4115,Fintech,3,4856133021.76,22493002680.26,7,Germany,2007,82.57
4116,SaaS,3,2888913326.11,13110401928.56,37,India,2009,36.8
4117,HealthTech,6,3943059146.34,12222843382.42,1,India,2001,170.07
4118,Biotech,4,616644786.17,3000660149.42,37,USA,2004,116.96
4119,HealthTech,2,265590584.99,1152698658.2,39,Germany,2021,6.18
4120,E-commerce,4,1111074753.23,4001961832.14,21,Germany,2014,135.1
4121,HealthTech,3,1030152774.61,2254602385.67,48,India,2001,47.31
4122,EdTech,9,2441714319.36,8446404969.87,17,UK,2013,40.56
4123,EdTech,8,871851821.77,3421190847.57,20,UK,2008,154.15
4124,E-commerce,8,1609808461.91,4360984275.67,38,China,2020,55.96
4125,E-commerce,10,2525184571.61,9266565019.0,6,Germany,2023,65.6
4126,Fintech,6,4964227592.17,21491781207.75,8,Singapore,2009,76.92
4127,E-commerce,4,3340775818.57,13670243561.23,45,France,2014,148.78
4128,SaaS,9,2352717768.85,10134861513.34,8,Brazil,2016,105.69
4129,Blockchain,7,104395686.71,375369141.28,13,Australia,2005,48.09
4130,Blockchain,1,1191144698.12,5515021547.91,10,USA,2017,114.68
4131,E-commerce,6,1041381164.44,2494166156.54,34,Australia,2002,99.39
4132,AI,1,3569477950.59,16368688044.26,15,Brazil,2000,101.38
4133,Fintech,7,3882628149.56,8438039368.74,13,China,2005,131.29
4134,Fintech,2,1016616328.44,2338281968.68,35,Germany,2011,165.08
4135,SaaS,8,562283374.92,1489604397.8,26,France,2007,33.57
4136,AI,9,3805917174.94,18905554948.86,29,India,2007,5.48
4137,SaaS,10,680143342.21,1773314564.16,10,Brazil,2005,197.08
4138,E-commerce,9,3057752739.15,14039357102.92,3,Canada,2020,86.26
4139,EdTech,1,997297645.49,3874463146.78,2,UK,2015,27.56
4140,E-commerce,9,4943936735.65,20214040263.49,4,Canada,2012,41.52
4141,SaaS,4,2502773696.18,10100540922.05,35,Australia,2010,79.79
4142,EdTech,7,3072101593.22,8260760947.05,36,Australia,2006,21.1
4143,Biotech,3,1662575295.19,7637585644.1,45,USA,2009,41.52
4144,E-commerce,7,4571996382.0,22780745390.66,34,Canada,2001,128.1
4145,E-commerce,5,309260107.47,1455878209.59,4,Singapore,2004,51.57
4146,E-commerce,2,3909506620.57,12677402924.25,2,Canada,2022,193.74
4147,E-commerce,7,247320319.67,391060938.25,19,France,2011,135.58
4148,E-commerce,1,542524014.02,1098144201.03,23,China,2003,5.98
4149,EdTech,6,97134943.44,384798076.16,6,Australia,2006,150.17
4150,HealthTech,8,520061105.3,2481040187.57,50,Brazil,2022,159.75
4151,Fintech,2,1363160644.99,6237582793.69,32,China,2008,34.4
4152,AI,6,595309734.99,1699664170.27,47,Germany,2017,51.06
4153,AI,2,2686486457.71,6022727815.8,31,Australia,2016,63.45
4154,Blockchain,1,3540086742.15,9987816119.39,30,France,2014,188.31
4155,Biotech,5,38712397.59,187187220.4,17,Brazil,2013,185.81
4156,Blockchain,7,3378218337.95,9929372996.59,41,China,2011,139.27
4157,Biotech,5,4237842075.96,9142199377.4,24,USA,2010,86.86
4158,AI,5,1635079969.01,2537685943.73,50,Canada,2019,74.95
4159,Biotech,9,2378019086.42,5077593175.9,18,Singapore,2013,177.79
4160,Fintech,6,4057931026.76,17036249679.31,26,China,2016,24.65
4161,HealthTech,7,1599782555.98,7311234559.72,46,UK,2003,151.1
4162,AI,8,1325575202.15,5114072308.04,47,Germany,2006,82.73
4163,Biotech,10,4741978168.09,15620606597.05,17,India,2000,40.08
4164,HealthTech,3,4595755458.01,18878573604.75,25,Singapore,2011,37.71
4165,Blockchain,2,4103419976.6,9609756954.73,34,China,2005,168.89
4166,Biotech,9,4268341051.23,20496232660.83,38,Australia,2005,47.53
4167,EdTech,4,602296232.36,1442310150.61,34,Canada,2009,149.26
4168,EdTech,1,2364518671.12,10128864562.09,29,Singapore,2017,109.81
4169,E-commerce,2,2185713214.41,4099487608.58,18,China,2008,124.07
4170,EdTech,5,2945695374.94,8532032786.37,2,India,2003,164.69
4171,EdTech,9,1158662394.88,3006000979.17,25,Brazil,2004,139.41
4172,HealthTech,10,190629160.48,572333466.35,16,Germany,2021,132.35
4173,Biotech,9,3727165159.46,11798486672.09,9,Germany,2021,106.31
4174,Biotech,6,4659056550.53,7754158004.91,30,Singapore,2021,162.13
4175,EdTech,8,3955160422.22,16835356453.6,15,Brazil,2021,46.49
4176,E-commerce,10,2570390079.49,8250383141.62,26,China,2011,78.55
4177,HealthTech,7,4591615118.1,21431716333.2,23,Brazil,2000,180.37
4178,HealthTech,8,2697211455.23,6438929459.41,44,India,2019,132.36
4179,Blockchain,8,4878333832.21,23134059444.68,7,USA,2020,100.67
4180,EdTech,10,4956247513.59,14008461488.62,43,India,2012,183.27
4181,Fintech,4,1211121089.74,2671995451.5,16,Germany,2005,92.17
4182,SaaS,8,1485635384.91,4698896576.13,47,Australia,2022,72.6
4183,Blockchain,9,4169807369.06,7877068790.55,36,Australia,2011,47.38
4184,SaaS,6,863635808.7,4129916788.02,33,Australia,2019,88.38
4185,EdTech,4,116905768.88,313475036.44,33,India,2008,144.5
4186,AI,9,3262724512.53,6937493849.15,40,Singapore,2004,134.04
4187,E-commerce,7,454620695.15,1994888848.59,37,UK,2019,38.77
4188,Fintech,4,1183377006.05,3185529060.16,10,China,2020,10.83
4189,E-commerce,9,2302995406.68,10261614486.45,28,India,2015,11.83
4190,Blockchain,9,3966609760.02,16583042970.59,42,UK,2023,78.44
4191,SaaS,4,1628194774.32,2706550326.05,21,Germany,2018,150.76
4192,SaaS,1,1492118410.97,7294618411.44,8,Australia,2022,58.47
4193,AI,4,2388495879.02,9198524423.28,29,Germany,2005,158.93
4194,SaaS,3,4602399872.21,11223644375.46,34,Australia,2009,152.95
4195,HealthTech,3,314127998.47,765732889.14,34,Brazil,2003,131.72
4196,SaaS,9,299724010.42,1360255663.02,8,Germany,2020,130.6
4197,Fintech,6,1369349572.02,5188903839.69,26,USA,2010,100.8
4198,Biotech,9,3816003383.48,11829383475.49,36,China,2008,171.14
4199,E-commerce,8,2790917891.29,9158227220.08,45,Singapore,2016,61.99
4200,Blockchain,9,1692995563.38,7943168367.78,35,USA,2016,143.99
4201,HealthTech,3,3231379545.41,11557547177.83,9,India,2017,169.57
4202,Blockchain,5,2741284947.38,5585528411.97,24,Germany,2012,198.65
4203,Fintech,6,3702929528.55,17766837518.25,34,Canada,2005,165.17
4204,HealthTech,4,2866793419.71,13090910931.77,14,India,2005,31.45
4205,Blockchain,1,784612272.62,3024051670.3,8,China,2013,54.48
4206,Biotech,7,1681020652.76,7166711721.71,30,UK,2022,121.83
4207,SaaS,4,3988908243.31,13302565532.6,23,Brazil,2013,197.73
4208,E-commerce,9,2550366304.79,11918315920.75,16,USA,2008,168.76
4209,Fintech,6,193665171.14,951858548.15,12,Germany,2011,180.34
4210,E-commerce,3,2797457927.13,10925967295.93,37,China,2021,65.31
4211,Fintech,9,3283635946.84,5050797509.32,45,Australia,2021,130.79
4212,SaaS,4,3568122937.06,12816715930.12,31,USA,2017,101.57
4213,EdTech,1,2555104349.62,5378097223.39,2,Germany,2012,63.19
4214,Blockchain,8,2742562833.44,5406452681.94,42,Germany,2022,83.28
4215,Blockchain,1,4225346227.46,9393722109.67,7,USA,2020,179.44
4216,Blockchain,7,3947927669.77,15842450722.0,32,Australia,2012,93.04
4217,AI,6,1696443966.97,3912033716.54,4,Australia,2021,162.98
4218,EdTech,10,1783519723.99,6675932413.03,11,China,2013,168.82
4219,SaaS,7,2651969170.17,7775326838.99,50,USA,2014,172.84
4220,AI,2,1367382560.28,3501334898.44,20,Singapore,2016,40.11
4221,E-commerce,7,1769881829.58,5849041898.91,36,China,2013,154.76
4222,SaaS,9,1338206504.58,4732387574.52,16,Canada,2002,35.83
4223,SaaS,7,4759528251.02,17138187015.22,11,France,2020,47.4
4224,Blockchain,3,1170181427.98,1763080423.04,23,France,2003,187.85
4225,HealthTech,3,3186925777.35,6888923203.48,7,UK,2002,159.95
4226,EdTech,5,4908396185.45,23960643124.1,16,Brazil,2013,64.67
4227,SaaS,6,3051570139.22,13028067469.88,10,Germany,2001,197.13
4228,E-commerce,1,2158580364.18,5717215077.42,34,Germany,2009,44.81
4229,Fintech,4,3687131067.41,6466723045.88,14,Australia,2014,188.38
4230,EdTech,3,4858252545.87,11129155294.87,18,Brazil,2005,198.02
4231,HealthTech,2,1303920850.88,2905088391.92,50,Singapore,2011,53.33
4232,HealthTech,5,1540789206.15,6563580116.15,40,Australia,2006,54.25
4233,EdTech,4,2876963577.4,10441980638.13,45,UK,2018,64.78
4234,SaaS,4,4118758056.35,18165157376.05,7,Germany,2000,41.3
4235,Blockchain,7,4410480620.47,16859369077.26,4,Australia,2023,99.47
4236,SaaS,8,3560205281.69,6840101438.02,43,China,2022,29.53
4237,E-commerce,5,4056436354.35,7085243591.5,13,USA,2019,126.45
4238,EdTech,1,1333311675.45,5209035039.87,41,France,2020,76.77
4239,Biotech,1,570073407.34,2483497391.38,50,Canada,2013,97.92
4240,HealthTech,5,456936507.35,1880727117.56,10,UK,2002,126.22
4241,EdTech,3,3289396459.49,14407295989.24,8,USA,2001,106.83
4242,Fintech,10,2805061385.28,9119185334.02,49,China,2016,109.97
4243,HealthTech,4,2014452559.56,3147961648.3,32,Australia,2004,172.26
4244,Fintech,2,4628871637.09,7313799327.76,40,Australia,2011,164.75
4245,AI,5,3258075499.28,11124456130.62,22,China,2018,149.67
4246,AI,7,948358001.74,2336214031.63,44,France,2019,180.44
4247,Fintech,3,1936701337.29,4723891186.4,28,India,2014,59.28
4248,Blockchain,9,2292202252.02,6914065392.43,22,India,2004,159.59
4249,EdTech,2,2010844480.92,8455019107.0,8,Australia,2018,65.47
4250,Fintech,10,2549772266.64,11293259607.94,4,India,2019,92.44
4251,Biotech,1,159560762.7,783435199.59,5,Germany,2022,115.48
4252,HealthTech,10,647882235.25,2977140121.26,10,Australia,2003,45.19
4253,AI,5,4445995076.97,16366431631.29,30,USA,2007,173.18
4254,E-commerce,6,3386831388.6,6761894385.03,11,UK,2017,65.43
4255,Blockchain,4,103645302.66,278975748.14,6,USA,2001,124.88
4256,EdTech,10,4290981261.07,10959344182.19,17,China,2019,51.03
4257,EdTech,6,4584865246.66,10234952026.5,50,Canada,2022,48.52
4258,Blockchain,4,3408523142.5,10692113395.55,27,Australia,2013,34.37
4259,SaaS,9,4052135499.83,11364149291.83,49,Brazil,2003,21.77
4260,Blockchain,7,4435388369.69,19404619728.75,39,UK,2011,83.9
4261,AI,3,3379576695.63,15530263322.7,31,China,2009,46.12
4262,EdTech,2,1704300518.66,5597457689.84,29,India,2019,91.17
4263,Blockchain,3,1043477117.26,3276174760.58,45,Germany,2023,63.92
4264,E-commerce,8,2049363006.58,3078235884.68,8,India,2001,25.33
4265,Biotech,3,3569702786.03,6998155500.61,39,Germany,2015,88.04
4266,EdTech,8,4836665103.96,14004253831.04,48,Germany,2000,128.04
4267,Fintech,4,4025878394.42,14001491718.92,35,Singapore,2022,186.28
4268,Blockchain,9,2647711216.85,12530840114.9,3,Germany,2011,18.71
4269,HealthTech,8,847722335.1,2518120782.09,4,Germany,2007,75.27
4270,EdTech,6,3232556358.39,11670876200.86,13,France,2014,85.39
4271,AI,1,1803845860.22,3043084257.78,4,Brazil,2015,199.82
4272,HealthTech,2,1343156264.96,5744492079.48,17,Brazil,2013,32.31
4273,SaaS,3,3040162562.07,4621995793.85,47,Australia,2023,188.74
4274,AI,9,1683852159.41,7233039470.14,29,France,2013,82.99
4275,E-commerce,3,869032960.31,2473037355.71,42,Brazil,2006,51.07
4276,SaaS,6,4293347976.12,15808441646.86,37,USA,2016,157.21
4277,AI,8,1186720021.87,4276166426.41,22,Germany,2022,112.72
4278,HealthTech,1,3164048872.88,6968905046.72,21,USA,2001,124.42
4279,HealthTech,10,2469681580.4,4667562657.03,10,China,2014,143.52
4280,SaaS,10,4635820841.88,20302063200.37,23,India,2015,70.35
4281,SaaS,5,2424170622.44,6303934942.01,19,France,2004,7.96
4282,AI,5,235384517.11,657623082.45,15,UK,2013,71.29
4283,SaaS,6,1539173106.33,7357520286.82,39,Australia,2000,162.59
4284,EdTech,6,1415453332.4,5619878984.29,45,India,2006,172.83
4285,Fintech,2,3453053957.72,16056633695.47,19,Australia,2012,106.15
4286,Blockchain,2,4875210696.55,17005948216.94,20,UK,2018,178.15
4287,Fintech,6,3744444179.75,17051615376.49,17,Australia,2013,102.02
4288,SaaS,7,496997361.31,1281176073.17,1,Brazil,2003,39.63
4289,E-commerce,2,4902572353.75,18438025548.06,14,Australia,2003,186.44
4290,Biotech,5,4743715884.63,23491371975.15,11,Brazil,2008,190.14
4291,Biotech,3,4260512930.72,13001993017.42,21,France,2005,24.8
4292,Biotech,4,865802564.25,2619459163.55,6,Germany,2019,116.55
4293,Fintech,8,2724342508.62,7746270611.99,43,Canada,2012,162.76
4294,AI,5,3732560520.12,5646091024.21,20,France,2008,50.71
4295,Fintech,1,3763572519.32,12580148270.9,49,UK,2008,79.48
4296,E-commerce,8,791179719.42,2607976962.01,4,Canada,2004,144.83
4297,EdTech,2,4046330939.54,20122141978.12,6,Germany,2010,110.33
4298,Biotech,6,4304544055.42,21075502594.84,13,India,2022,16.74
4299,AI,8,4870163436.0,18073766707.6,26,UK,2013,153.95
4300,HealthTech,5,3682005051.13,16122039814.97,33,China,2023,189.19
4301,SaaS,4,296825787.98,1143339145.33,34,UK,2004,10.28
4302,AI,10,904148878.78,3943696167.12,8,Brazil,2019,5.1
4303,AI,2,696244942.67,3274458030.7,45,India,2016,23.76
4304,Blockchain,3,2697064367.58,11310074286.17,26,Germany,2010,130.52
4305,AI,10,2119527909.6,10410292480.85,24,Brazil,2000,37.57
4306,E-commerce,9,329494239.91,851308205.77,20,Australia,2001,131.52
4307,AI,6,2371633814.26,8931508874.42,40,China,2011,29.46
4308,AI,1,994903737.83,2292626681.87,33,USA,2000,50.73
4309,E-commerce,2,3418639321.09,16897222608.68,34,USA,2020,15.97
4310,AI,9,2274600140.75,3975322755.01,10,Singapore,2019,64.06
4311,E-commerce,2,1583330608.45,2745872357.68,12,Brazil,2011,72.92
4312,EdTech,5,1290140811.02,6196839030.38,27,Germany,2013,183.81
4313,Biotech,3,4324836936.97,6805773175.91,17,Australia,2004,72.01
4314,AI,1,146415500.68,409149699.44,8,USA,2005,5.6
4315,SaaS,1,2750064601.4,11509480933.39,11,Canada,2010,163.26
4316,E-commerce,3,3551652408.65,14657563550.61,36,Brazil,2001,14.74
4317,SaaS,3,3259218045.28,15462212514.1,38,France,2014,180.45
4318,HealthTech,10,932651922.11,1828724404.87,25,UK,2011,127.07
4319,HealthTech,10,4678425794.12,15241017600.13,17,Germany,2004,178.56
4320,HealthTech,7,4327229202.67,15999107786.78,48,USA,2019,24.11
4321,Blockchain,1,1330662510.3,3858622248.86,40,France,2017,139.05
4322,Blockchain,5,2607495660.06,6271681626.64,50,China,2007,170.15
4323,Biotech,9,644696425.64,1145410332.46,14,Canada,2020,119.56
4324,Blockchain,9,1007320492.75,4062906027.15,14,France,2018,58.55
4325,Biotech,6,4619047939.04,15725358934.62,37,Singapore,2017,139.21
4326,HealthTech,5,1682526849.81,6293432294.17,28,India,2008,185.54
4327,HealthTech,7,1427228674.81,3639850313.4,3,USA,2023,160.47
4328,Fintech,8,3061782323.76,5139645658.97,27,Canada,2020,60.06
4329,EdTech,3,4386419402.47,13238289014.27,31,Australia,2008,46.95
4330,Blockchain,6,4057024611.29,9084817725.3,29,France,2019,22.14
4331,HealthTech,1,3128792924.13,5714791847.88,45,Australia,2014,12.12
4332,Fintech,3,3862396005.33,16072853253.59,9,UK,2014,54.81
4333,Fintech,9,2541475984.33,10029021063.83,22,USA,2014,136.52
4334,E-commerce,3,1040973815.59,5057151138.48,22,USA,2003,194.01
4335,AI,3,2152467655.16,4779640545.91,27,USA,2016,75.12
4336,EdTech,8,4323198550.27,20452650248.67,17,Brazil,2021,52.32
4337,EdTech,1,4868386016.84,19191543848.98,50,France,2000,50.68
4338,Blockchain,6,4354978452.28,10597944801.99,10,Brazil,2005,114.53
4339,Biotech,8,3251472890.82,9799020722.01,30,Australia,2004,65.31
4340,EdTech,7,1952705282.31,4672917081.15,46,UK,2018,27.5
4341,HealthTech,2,4377454527.75,21114030075.92,33,India,2019,46.44
4342,Biotech,9,3399515847.28,9095552885.51,45,China,2014,126.74
4343,SaaS,7,2050915221.43,3749735236.93,22,UK,2017,115.95
4344,HealthTech,8,2321675626.28,10156969127.64,40,Singapore,2008,72.8
4345,E-commerce,7,430909269.34,1623735374.31,37,USA,2010,98.04
4346,AI,8,3192084094.37,6928584715.96,41,UK,2010,117.01
4347,HealthTech,4,120106776.27,516767741.96,29,India,2004,175.23
4348,HealthTech,6,3660893413.35,14904712079.41,24,UK,2003,180.03
4349,Fintech,10,1579165785.18,5569316598.39,20,Australia,2011,170.03
4350,Blockchain,3,2576331522.07,12507153028.68,47,UK,2001,195.47
4351,AI,3,1853898908.75,3266372039.92,10,France,2009,116.87
4352,Fintech,5,1616043911.22,6236099019.77,35,Brazil,2008,147.05
4353,Fintech,5,679044271.95,3304459789.76,38,Germany,2017,8.85
4354,Blockchain,6,2985054924.28,12754969864.42,21,China,2010,33.48
4355,SaaS,3,122582028.42,496389499.32,38,China,2017,142.32
4356,EdTech,3,4147351666.14,7545019140.23,32,USA,2007,73.71
4357,EdTech,8,2093579431.79,7924011339.43,9,Australia,2001,63.57
4358,Fintech,9,2114005716.6,8101249049.04,50,Australia,2007,185.39
4359,SaaS,2,952578597.69,2811556835.62,22,Australia,2014,189.31
4360,Biotech,7,3120558651.41,13778365382.36,48,France,2003,105.14
4361,Blockchain,9,746504159.11,3445198007.43,36,USA,2012,108.76
4362,AI,8,3801251750.53,11513755961.7,50,USA,2000,185.93
4363,Blockchain,6,2400066947.26,5420829752.35,34,USA,2002,153.15
4364,Fintech,4,4813018669.77,22538466976.97,19,China,2012,100.93
4365,E-commerce,10,429375470.85,878178916.35,10,France,2023,69.33
4366,AI,4,572845983.87,2262032436.46,24,USA,2021,110.91
4367,AI,3,1721129200.56,4673278971.55,9,USA,2015,155.87
4368,Fintech,5,915087746.39,3702762998.94,9,India,2014,106.41
4369,AI,7,4217808491.72,17358128533.64,12,UK,2011,109.12
4370,E-commerce,5,2993903828.9,11825548172.01,15,Singapore,2003,187.02
4371,EdTech,8,3129692596.88,5560945401.52,8,UK,2007,111.09
4372,HealthTech,9,2597334040.93,5289916061.38,9,India,2005,97.42
4373,HealthTech,6,4067258135.09,17968176913.58,21,Canada,2021,119.51
4374,Biotech,1,4415403910.65,14433340385.46,15,China,2021,172.4
4375,HealthTech,2,3199590307.82,8265196729.28,5,USA,2004,80.55
4376,Blockchain,10,3061293593.93,5588913017.75,19,Brazil,2003,108.7
4377,EdTech,9,2997401710.86,11100653242.84,41,Germany,2001,49.64
4378,Fintech,4,861156142.52,3935281947.74,27,Singapore,2004,187.78
4379,Blockchain,9,4645554143.05,9748143251.27,32,France,2017,24.25
4380,SaaS,6,3239595180.09,15341713197.39,46,Singapore,2020,79.98
4381,Biotech,7,2306907343.3,3950542194.66,8,USA,2008,28.97
4382,HealthTech,3,4094748782.87,6639651218.49,29,Singapore,2020,108.06
4383,Blockchain,4,4876706218.58,21681586697.56,5,USA,2005,192.54
4384,SaaS,4,4414437692.18,7177649055.99,40,China,2010,174.11
4385,SaaS,6,4827026701.08,7972768360.59,7,USA,2006,165.43
4386,Blockchain,9,63338666.45,219391391.14,39,Australia,2022,107.62
4387,AI,5,1001300899.59,3091373008.67,17,UK,2021,110.85
4388,Biotech,7,4767807347.93,21230216402.64,2,China,2020,138.82
4389,SaaS,1,713125806.52,2979562736.94,27,USA,2004,72.99
4390,Biotech,1,318219453.46,715120617.91,37,France,2003,12.68
4391,Fintech,1,4674143394.09,9515711223.99,17,France,2017,193.04
4392,SaaS,9,490802070.11,1511114132.79,17,India,2011,72.41
4393,SaaS,1,2413502361.76,10857004673.1,44,France,2005,171.06
4394,Fintech,9,980582092.56,2683702961.93,44,China,2015,39.5
4395,HealthTech,9,74231569.81,270346965.34,10,Brazil,2023,54.82
4396,Blockchain,9,3088963610.82,7445987112.13,20,India,2003,38.02
4397,Fintech,7,2010479142.39,8969224463.49,43,India,2006,130.6
4398,EdTech,10,1300862433.62,5029638270.86,7,Canada,2006,124.54
4399,AI,9,1537119093.87,6806553618.17,30,Singapore,2000,28.61
4400,Biotech,3,4584580792.82,13681082659.27,21,USA,2008,50.46
4401,Blockchain,6,4342238201.0,6698662505.23,11,India,2021,11.63
